Catalogue Link,Material,Module,Teeth Count,Pitch Diameter (mm),Bore Diameter (mm),Tooth Finish,Heat Treatment
SS2-32J19,S45C,2,32,64,19 keyway&screw hole,Standard,None
SS2-32J20,S45C,2,32,64,20 keyway&screw hole,Standard,None
SS2-32J22,S45C,2,32,64,22 keyway&screw hole,Standard,None
SS2-32J25,S45C,2,32,64,25 keyway&screw hole,Standard,None
SS2-32J28,S45C,2,32,64,28 keyway&screw hole,Standard,None
SS2-32J30,S45C,2,32,64,30 keyway&screw hole,Standard,None
SS2-34J12,S45C,2,34,68,12 keyway&screw hole,Standard,None
SS2-34J14,S45C,2,34,68,14 keyway&screw hole,Standard,None
SS2-34J15,S45C,2,34,68,15 keyway&screw hole,Standard,None
SS2-34J16,S45C,2,34,68,16 keyway&screw hole,Standard,None
SS2-34J17,S45C,2,34,68,17 keyway&screw hole,Standard,None
SS2-34J18,S45C,2,34,68,18 keyway&screw hole,Standard,None
SS2-34J19,S45C,2,34,68,19 keyway&screw hole,Standard,None
SS2-34J20,S45C,2,34,68,20 keyway&screw hole,Standard,None
SS2-34J22,S45C,2,34,68,22 keyway&screw hole,Standard,None
SS2-34J25,S45C,2,34,68,25 keyway&screw hole,Standard,None
SS2-34J28,S45C,2,34,68,28 keyway&screw hole,Standard,None
SS2-34J30,S45C,2,34,68,30 keyway&screw hole,Standard,None
SS2-35J12,S45C,2,35,70,12 keyway&screw hole,Standard,None
SS2-35J14,S45C,2,35,70,14 keyway&screw hole,Standard,None
SS2-35J15,S45C,2,35,70,15 keyway&screw hole,Standard,None
SS2-35J16,S45C,2,35,70,16 keyway&screw hole,Standard,None
SS2-35J17,S45C,2,35,70,17 keyway&screw hole,Standard,None
SS2-35J18,S45C,2,35,70,18 keyway&screw hole,Standard,None
SS2-35J19,S45C,2,35,70,19 keyway&screw hole,Standard,None
SS2-35J20,S45C,2,35,70,20 keyway&screw hole,Standard,None
SS2-35J22,S45C,2,35,70,22 keyway&screw hole,Standard,None
SS2-35J25,S45C,2,35,70,25 keyway&screw hole,Standard,None
SS2-35J28,S45C,2,35,70,28 keyway&screw hole,Standard,None
SS2-35J30,S45C,2,35,70,30 keyway&screw hole,Standard,None
SS2-36J12,S45C,2,36,72,12 keyway&screw hole,Standard,None
SS2-36J14,S45C,2,36,72,14 keyway&screw hole,Standard,None
SS2-36J15,S45C,2,36,72,15 keyway&screw hole,Standard,None
SS2-36J16,S45C,2,36,72,16 keyway&screw hole,Standard,None
SS2-36J17,S45C,2,36,72,17 keyway&screw hole,Standard,None
SS2-36J18,S45C,2,36,72,18 keyway&screw hole,Standard,None
SS2-36J19,S45C,2,36,72,19 keyway&screw hole,Standard,None
SS2-36J20,S45C,2,36,72,20 keyway&screw hole,Standard,None
SS2-36J22,S45C,2,36,72,22 keyway&screw hole,Standard,None
SS2-36J25,S45C,2,36,72,25 keyway&screw hole,Standard,None
SS2-36J28,S45C,2,36,72,28 keyway&screw hole,Standard,None
SS2-36J30,S45C,2,36,72,30 keyway&screw hole,Standard,None
SS2-36J32,S45C,2,36,72,32 keyway&screw hole,Standard,None
SS2-38J12,S45C,2,38,76,12 keyway&screw hole,Standard,None
SS2-38J14,S45C,2,38,76,14 keyway&screw hole,Standard,None
SS2-38J15,S45C,2,38,76,15 keyway&screw hole,Standard,None
SS2-38J16,S45C,2,38,76,16 keyway&screw hole,Standard,None
SS2-38J17,S45C,2,38,76,17 keyway&screw hole,Standard,None
SS2-38J18,S45C,2,38,76,18 keyway&screw hole,Standard,None
SS2-38J19,S45C,2,38,76,19 keyway&screw hole,Standard,None
SS2-38J20,S45C,2,38,76,20 keyway&screw hole,Standard,None
SS2-38J22,S45C,2,38,76,22 keyway&screw hole,Standard,None
SS2-38J25,S45C,2,38,76,25 keyway&screw hole,Standard,None
SS2-38J28,S45C,2,38,76,28 keyway&screw hole,Standard,None
SS2-38J30,S45C,2,38,76,30 keyway&screw hole,Standard,None
SS2-38J32,S45C,2,38,76,32 keyway&screw hole,Standard,None
SS2-40J15,S45C,2,40,80,15 keyway&screw hole,Standard,None
SS2-40J16,S45C,2,40,80,16 keyway&screw hole,Standard,None
SS2-40J17,S45C,2,40,80,17 keyway&screw hole,Standard,None
SS2-40J18,S45C,2,40,80,18 keyway&screw hole,Standard,None
SS2-40J19,S45C,2,40,80,19 keyway&screw hole,Standard,None
SS2-40J20,S45C,2,40,80,20 keyway&screw hole,Standard,None
SS2-40J22,S45C,2,40,80,22 keyway&screw hole,Standard,None
SS2-40J25,S45C,2,40,80,25 keyway&screw hole,Standard,None
SS2-40J28,S45C,2,40,80,28 keyway&screw hole,Standard,None
SS2-40J30,S45C,2,40,80,30 keyway&screw hole,Standard,None
SS2-40J32,S45C,2,40,80,32 keyway&screw hole,Standard,None
SS2-42J15,S45C,2,42,84,15 keyway&screw hole,Standard,None
SS2-42J16,S45C,2,42,84,16 keyway&screw hole,Standard,None
SS2-42J17,S45C,2,42,84,17 keyway&screw hole,Standard,None
SS2-42J18,S45C,2,42,84,18 keyway&screw hole,Standard,None
SS2-42J19,S45C,2,42,84,19 keyway&screw hole,Standard,None
SS2-42J20,S45C,2,42,84,20 keyway&screw hole,Standard,None
SS2-42J22,S45C,2,42,84,22 keyway&screw hole,Standard,None
SS2-42J25,S45C,2,42,84,25 keyway&screw hole,Standard,None
SS2-42J28,S45C,2,42,84,28 keyway&screw hole,Standard,None
SS2-42J30,S45C,2,42,84,30 keyway&screw hole,Standard,None
SS2-42J32,S45C,2,42,84,32 keyway&screw hole,Standard,None
SS2-44J15,S45C,2,44,88,15 keyway&screw hole,Standard,None
SS2-44J16,S45C,2,44,88,16 keyway&screw hole,Standard,None
SS2-44J17,S45C,2,44,88,17 keyway&screw hole,Standard,None
SS2-44J18,S45C,2,44,88,18 keyway&screw hole,Standard,None
SS2-44J19,S45C,2,44,88,19 keyway&screw hole,Standard,None
SS2-44J20,S45C,2,44,88,20 keyway&screw hole,Standard,None
SS2-44J22,S45C,2,44,88,22 keyway&screw hole,Standard,None
SS2-44J25,S45C,2,44,88,25 keyway&screw hole,Standard,None
SS2-44J28,S45C,2,44,88,28 keyway&screw hole,Standard,None
SS2-44J30,S45C,2,44,88,30 keyway&screw hole,Standard,None
SS2-44J32,S45C,2,44,88,32 keyway&screw hole,Standard,None
SS2-45J15,S45C,2,45,90,15 keyway&screw hole,Standard,None
SS2-45J16,S45C,2,45,90,16 keyway&screw hole,Standard,None
SS2-45J17,S45C,2,45,90,17 keyway&screw hole,Standard,None
SS2-45J18,S45C,2,45,90,18 keyway&screw hole,Standard,None
SS2-45J19,S45C,2,45,90,19 keyway&screw hole,Standard,None
SS2-45J20,S45C,2,45,90,20 keyway&screw hole,Standard,None
SS2-45J22,S45C,2,45,90,22 keyway&screw hole,Standard,None
SS2-45J25,S45C,2,45,90,25 keyway&screw hole,Standard,None
SS2-45J28,S45C,2,45,90,28 keyway&screw hole,Standard,None
SS2-45J30,S45C,2,45,90,30 keyway&screw hole,Standard,None
SS2-45J32,S45C,2,45,90,32 keyway&screw hole,Standard,None
SS2-46J15,S45C,2,46,92,15 keyway&screw hole,Standard,None
SS2-46J16,S45C,2,46,92,16 keyway&screw hole,Standard,None
SS2-46J17,S45C,2,46,92,17 keyway&screw hole,Standard,None
SS2-46J18,S45C,2,46,92,18 keyway&screw hole,Standard,None
SS2-46J19,S45C,2,46,92,19 keyway&screw hole,Standard,None
SS2-46J20,S45C,2,46,92,20 keyway&screw hole,Standard,None
SS2-46J22,S45C,2,46,92,22 keyway&screw hole,Standard,None
SS2-46J25,S45C,2,46,92,25 keyway&screw hole,Standard,None
SS2-46J28,S45C,2,46,92,28 keyway&screw hole,Standard,None
SS2-46J30,S45C,2,46,92,30 keyway&screw hole,Standard,None
SS2-46J32,S45C,2,46,92,32 keyway&screw hole,Standard,None
SS2-48J15,S45C,2,48,96,15 keyway&screw hole,Standard,None
SS2-48J16,S45C,2,48,96,16 keyway&screw hole,Standard,None
SS2-48J17,S45C,2,48,96,17 keyway&screw hole,Standard,None
SS2-48J18,S45C,2,48,96,18 keyway&screw hole,Standard,None
SS2-48J19,S45C,2,48,96,19 keyway&screw hole,Standard,None
SS2-48J20,S45C,2,48,96,20 keyway&screw hole,Standard,None
SS2-48J22,S45C,2,48,96,22 keyway&screw hole,Standard,None
SS2-48J25,S45C,2,48,96,25 keyway&screw hole,Standard,None
SS2-48J28,S45C,2,48,96,28 keyway&screw hole,Standard,None
SS2-48J30,S45C,2,48,96,30 keyway&screw hole,Standard,None
SS2-48J32,S45C,2,48,96,32 keyway&screw hole,Standard,None
SS2-50J15,S45C,2,50,100,15 keyway&screw hole,Standard,None
SS2-50J16,S45C,2,50,100,16 keyway&screw hole,Standard,None
SS2-50J17,S45C,2,50,100,17 keyway&screw hole,Standard,None
SS2-50J18,S45C,2,50,100,18 keyway&screw hole,Standard,None
SS2-50J19,S45C,2,50,100,19 keyway&screw hole,Standard,None
SS2-50J20,S45C,2,50,100,20 keyway&screw hole,Standard,None
SS2-50J22,S45C,2,50,100,22 keyway&screw hole,Standard,None
SS2-50J25,S45C,2,50,100,25 keyway&screw hole,Standard,None
SS2-50J28,S45C,2,50,100,28 keyway&screw hole,Standard,None
SS2-50J30,S45C,2,50,100,30 keyway&screw hole,Standard,None
SS2-50J32,S45C,2,50,100,32 keyway&screw hole,Standard,None
SS2-52J15,S45C,2,52,104,15 keyway&screw hole,Standard,None
SS2-52J16,S45C,2,52,104,16 keyway&screw hole,Standard,None
SS2-52J17,S45C,2,52,104,17 keyway&screw hole,Standard,None
SS2-52J18,S45C,2,52,104,18 keyway&screw hole,Standard,None
SS2-52J19,S45C,2,52,104,19 keyway&screw hole,Standard,None
SS2-52J20,S45C,2,52,104,20 keyway&screw hole,Standard,None
SS2-52J22,S45C,2,52,104,22 keyway&screw hole,Standard,None
SS2-52J25,S45C,2,52,104,25 keyway&screw hole,Standard,None
SS2-52J28,S45C,2,52,104,28 keyway&screw hole,Standard,None
SS2-52J30,S45C,2,52,104,30 keyway&screw hole,Standard,None
SS2-52J32,S45C,2,52,104,32 keyway&screw hole,Standard,None
SS2-54J15,S45C,2,54,108,15 keyway&screw hole,Standard,None
SS2-54J16,S45C,2,54,108,16 keyway&screw hole,Standard,None
SS2-54J17,S45C,2,54,108,17 keyway&screw hole,Standard,None
SS2-54J18,S45C,2,54,108,18 keyway&screw hole,Standard,None
SS2-54J19,S45C,2,54,108,19 keyway&screw hole,Standard,None
SS2-54J20,S45C,2,54,108,20 keyway&screw hole,Standard,None
SS2-54J22,S45C,2,54,108,22 keyway&screw hole,Standard,None
SS2-54J25,S45C,2,54,108,25 keyway&screw hole,Standard,None
SS2-54J28,S45C,2,54,108,28 keyway&screw hole,Standard,None
SS2-54J30,S45C,2,54,108,30 keyway&screw hole,Standard,None
SS2-54J32,S45C,2,54,108,32 keyway&screw hole,Standard,None
SS2-55J15,S45C,2,55,110,15 keyway&screw hole,Standard,None
SS2-55J16,S45C,2,55,110,16 keyway&screw hole,Standard,None
SS2-55J17,S45C,2,55,110,17 keyway&screw hole,Standard,None
SS2-55J18,S45C,2,55,110,18 keyway&screw hole,Standard,None
SS2-55J19,S45C,2,55,110,19 keyway&screw hole,Standard,None
SS2-55J20,S45C,2,55,110,20 keyway&screw hole,Standard,None
SS2-55J22,S45C,2,55,110,22 keyway&screw hole,Standard,None
SS2-55J25,S45C,2,55,110,25 keyway&screw hole,Standard,None
SS2-55J28,S45C,2,55,110,28 keyway&screw hole,Standard,None
SS2-55J30,S45C,2,55,110,30 keyway&screw hole,Standard,None
SS2-55J32,S45C,2,55,110,32 keyway&screw hole,Standard,None
SS2-56J15,S45C,2,56,112,15 keyway&screw hole,Standard,None
SS2-56J16,S45C,2,56,112,16 keyway&screw hole,Standard,None
SS2-56J17,S45C,2,56,112,17 keyway&screw hole,Standard,None
SS2-56J18,S45C,2,56,112,18 keyway&screw hole,Standard,None
SS2-56J19,S45C,2,56,112,19 keyway&screw hole,Standard,None
SS2-56J20,S45C,2,56,112,20 keyway&screw hole,Standard,None
SS2-56J22,S45C,2,56,112,22 keyway&screw hole,Standard,None
SS2-56J25,S45C,2,56,112,25 keyway&screw hole,Standard,None
SS2-56J28,S45C,2,56,112,28 keyway&screw hole,Standard,None
SS2-56J30,S45C,2,56,112,30 keyway&screw hole,Standard,None
SS2-56J32,S45C,2,56,112,32 keyway&screw hole,Standard,None
SS2-58J15,S45C,2,58,116,15 keyway&screw hole,Standard,None
SS2-58J16,S45C,2,58,116,16 keyway&screw hole,Standard,None
SS2-58J17,S45C,2,58,116,17 keyway&screw hole,Standard,None
SS2-58J18,S45C,2,58,116,18 keyway&screw hole,Standard,None
SS2-58J19,S45C,2,58,116,19 keyway&screw hole,Standard,None
SS2-58J20,S45C,2,58,116,20 keyway&screw hole,Standard,None
SS2-58J22,S45C,2,58,116,22 keyway&screw hole,Standard,None
SS2-58J25,S45C,2,58,116,25 keyway&screw hole,Standard,None
SS2-58J28,S45C,2,58,116,28 keyway&screw hole,Standard,None
SS2-58J30,S45C,2,58,116,30 keyway&screw hole,Standard,None
SS2-58J32,S45C,2,58,116,32 keyway&screw hole,Standard,None
SS2-58J35,S45C,2,58,116,35 keyway&screw hole,Standard,None
SS2-60J15,S45C,2,60,120,15 keyway&screw hole,Standard,None
SS2-60J16,S45C,2,60,120,16 keyway&screw hole,Standard,None
SS2-60J17,S45C,2,60,120,17 keyway&screw hole,Standard,None
SS2-60J18,S45C,2,60,120,18 keyway&screw hole,Standard,None
SS2-60J19,S45C,2,60,120,19 keyway&screw hole,Standard,None
SS2-60J20,S45C,2,60,120,20 keyway&screw hole,Standard,None
SS2-60J22,S45C,2,60,120,22 keyway&screw hole,Standard,None
SS2-60J25,S45C,2,60,120,25 keyway&screw hole,Standard,None
SS2-60J28,S45C,2,60,120,28 keyway&screw hole,Standard,None
SS2-60J30,S45C,2,60,120,30 keyway&screw hole,Standard,None
SS2-60J32,S45C,2,60,120,32 keyway&screw hole,Standard,None
SS2-60J35,S45C,2,60,120,35 keyway&screw hole,Standard,None
SS2-62J15,S45C,2,62,124,15 keyway&screw hole,Standard,None
SS2-62J16,S45C,2,62,124,16 keyway&screw hole,Standard,None
SS2-62J17,S45C,2,62,124,17 keyway&screw hole,Standard,None
SS2-62J18,S45C,2,62,124,18 keyway&screw hole,Standard,None
SS2-62J19,S45C,2,62,124,19 keyway&screw hole,Standard,None
SS2-62J20,S45C,2,62,124,20 keyway&screw hole,Standard,None
SS2-62J22,S45C,2,62,124,22 keyway&screw hole,Standard,None
SS2-62J25,S45C,2,62,124,25 keyway&screw hole,Standard,None
SS2-62J28,S45C,2,62,124,28 keyway&screw hole,Standard,None
SS2-62J30,S45C,2,62,124,30 keyway&screw hole,Standard,None
SS2-62J32,S45C,2,62,124,32 keyway&screw hole,Standard,None
SS2-62J35,S45C,2,62,124,35 keyway&screw hole,Standard,None
SS2-64J15,S45C,2,64,128,15 keyway&screw hole,Standard,None
SS2-64J16,S45C,2,64,128,16 keyway&screw hole,Standard,None
SS2-64J17,S45C,2,64,128,17 keyway&screw hole,Standard,None
SS2-64J18,S45C,2,64,128,18 keyway&screw hole,Standard,None
SS2-64J19,S45C,2,64,128,19 keyway&screw hole,Standard,None
SS2-64J20,S45C,2,64,128,20 keyway&screw hole,Standard,None
SS2-64J22,S45C,2,64,128,22 keyway&screw hole,Standard,None
SS2-64J25,S45C,2,64,128,25 keyway&screw hole,Standard,None
SS2-64J28,S45C,2,64,128,28 keyway&screw hole,Standard,None
SS2-64J30,S45C,2,64,128,30 keyway&screw hole,Standard,None
SS2-64J32,S45C,2,64,128,32 keyway&screw hole,Standard,None
SS2-64J35,S45C,2,64,128,35 keyway&screw hole,Standard,None
SS2-65J15,S45C,2,65,130,15 keyway&screw hole,Standard,None
SS2-65J16,S45C,2,65,130,16 keyway&screw hole,Standard,None
SS2-65J17,S45C,2,65,130,17 keyway&screw hole,Standard,None
SS2-65J18,S45C,2,65,130,18 keyway&screw hole,Standard,None
SS2-65J19,S45C,2,65,130,19 keyway&screw hole,Standard,None
SS2-65J20,S45C,2,65,130,20 keyway&screw hole,Standard,None
SS2-65J22,S45C,2,65,130,22 keyway&screw hole,Standard,None
SS2-65J25,S45C,2,65,130,25 keyway&screw hole,Standard,None
SS2-65J28,S45C,2,65,130,28 keyway&screw hole,Standard,None
SS2-65J30,S45C,2,65,130,30 keyway&screw hole,Standard,None
SS2-65J32,S45C,2,65,130,32 keyway&screw hole,Standard,None
SS2-65J35,S45C,2,65,130,35 keyway&screw hole,Standard,None
SS2-66J15,S45C,2,66,132,15 keyway&screw hole,Standard,None
SS2-66J16,S45C,2,66,132,16 keyway&screw hole,Standard,None
SS2-66J17,S45C,2,66,132,17 keyway&screw hole,Standard,None
SS2-66J18,S45C,2,66,132,18 keyway&screw hole,Standard,None
SS2-66J19,S45C,2,66,132,19 keyway&screw hole,Standard,None
SS2-66J20,S45C,2,66,132,20 keyway&screw hole,Standard,None
SS2-66J22,S45C,2,66,132,22 keyway&screw hole,Standard,None
SS2-66J25,S45C,2,66,132,25 keyway&screw hole,Standard,None
SS2-66J28,S45C,2,66,132,28 keyway&screw hole,Standard,None
SS2-66J30,S45C,2,66,132,30 keyway&screw hole,Standard,None
SS2-66J32,S45C,2,66,132,32 keyway&screw hole,Standard,None
SS2-66J35,S45C,2,66,132,35 keyway&screw hole,Standard,None
SS2-68J15,S45C,2,68,136,15 keyway&screw hole,Standard,None
SS2-68J16,S45C,2,68,136,16 keyway&screw hole,Standard,None
SS2-68J17,S45C,2,68,136,17 keyway&screw hole,Standard,None
SS2-68J18,S45C,2,68,136,18 keyway&screw hole,Standard,None
SS2-68J19,S45C,2,68,136,19 keyway&screw hole,Standard,None
SS2-68J20,S45C,2,68,136,20 keyway&screw hole,Standard,None
SS2-68J22,S45C,2,68,136,22 keyway&screw hole,Standard,None
SS2-68J25,S45C,2,68,136,25 keyway&screw hole,Standard,None
SS2-68J28,S45C,2,68,136,28 keyway&screw hole,Standard,None
SS2-68J30,S45C,2,68,136,30 keyway&screw hole,Standard,None
SS2-68J32,S45C,2,68,136,32 keyway&screw hole,Standard,None
SS2-68J35,S45C,2,68,136,35 keyway&screw hole,Standard,None
SS2-70J15,S45C,2,70,140,15 keyway&screw hole,Standard,None
SS2-70J16,S45C,2,70,140,16 keyway&screw hole,Standard,None
